Bill_No,Congress_Name,Bill_URL,Short_Title,Long_Title,Author,Date_Filed,Scope,Subjects,Primary_Committee,Legislative_Status
Senate Bill No. 375,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-375-15th-congress-republic,PNP INSURANCE COVERAGE ACT OF 2010,"AN ACT PROVIDING FOR ADDITIONAL INSURANCE COVERAGE AND BENEFITS FOR ALL MEMBERS OF THE PHILIPPINE NATIONAL POLICE WHO ARE KILLED, WOUNDED OR INJURED IN THE LINE OF DUTY, PROVIDING FUNDS FOR THE PAYMENT OF THE PREMIUMS AND FOR OTHER RELATED PURPOSES",Antonio F. Trillanes IV,"June 7, 2010",NATIONAL,PHILIPPINE NATIONAL POLICE (PNP),PUBLIC ORDER AND DANGEROUS DRUGS,PENDING IN THE COMMITTEE
Senate Bill No. 977,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-977-15th-congress-republic,CHEAPER BOOKS FOR THE POOR ACT OF 2010,"AN ACT ESTABLISHING THE MECHANISMS TO ENSURE THE AVAILABILITY OF AFFORDABLE COLLEGE AND POST-GRADUATE TEXTBOOKS AND SUPPLEMENTAL MATERIALS FOR THE POOR, APPROPRIATING FUNDS THEREFOR AND FOR OTHER PURPOSES","LAPID, MANUEL ""LITO"" M.","August 7, 2010",NATIONAL,TEXTBOOKS,"EDUCATION, ARTS AND CULTURE",PENDING IN THE COMMITTEE
Senate Bill No. 433,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-433-15th-congress-republic,PHILIPPINE GOAT AND SHEEP ACT OF 2010,AN ACT ESTABLISHING THE PHILIPPINE GOAT AND SHEEP CENTER,"ESTRADA, JINGGOY E.","June 7, 2010",NATIONAL,GOAT/SHEEP,AGRICULTURE AND FOOD,PENDING IN THE COMMITTEE
Senate Bill No. 635,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-635-15th-congress-republic,USE OF VISUAL RECORDING DEVICE FOR TESTAMENTARY DISPOSITION OF THE ESTATE OF THE DECEDENT,"AN ACT AMENDING THE NEW CIVIL CODE OF THE PHILIPPINES (REPUBLIC ACT NO. 386 AS AMENDED) ARTICLES 804, 805, 810 AND 811, PROVIDING FOR THE USE OF VIDEO TAPES OR OTHER SIMILAR VISUAL RECORDING DEVICE FOR TESTAMENTARY DISPOSITION OF THE ESTATE OF THE DECEDENT","ESTRADA, JINGGOY E.","July 7, 2010",NATIONAL,NEW CIVIL CODE (RA 386),"CONSTITUTIONAL AMENDMENTS, REVISION OF CODES AND LAWS",PENDING IN THE COMMITTEE
Senate Bill No. 2455,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-2455-15th-congress-republic,NATIONAL CHILDREN'S DAY ACT,AN ACT DECLARING THE CELEBRATION OF NATIONAL CHILDREN'S DAY IN THE COUNTRY ON THE SECOND SUNDAY OF OCTOBER OF EVERY YEAR,"Manuel B. Villar, Jr. B.","August 24, 2010",NATIONAL,NATIONAL CHILDRENS DAY,"EDUCATION, ARTS AND CULTURE",CONSOLIDATED/SUBSTITUTED IN THE COMMITTEE REPORT
Senate Bill No. 1044,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1044-15th-congress-republic,PUBLIC ELEMENTARY AND SECONDARY SCHOOL PRINCIPALS AND SUPERVISORS TO HAVE TEACHING LOADS,AN ACT MAXIMIZING THE FULL POTENTIALS AND EXPERTISE OF ALL PUBLIC ELEMENTARY AND SECONDARY SCHOOL PRINCIPALS AND SUPERVISORS BY REQUIRING THEM TO HAVE TEACHING LOADS ESPECIALLY ON MAJOR SUBJECTS IN THE CURRICULUM AND APPROPRIATING FUNDS THEREFOR,"Manuel B. Villar, Jr. B.","August 7, 2010",NATIONAL,N/A,"EDUCATION, ARTS AND CULTURE",PENDING IN THE COMMITTEE
Senate Bill No. 2514,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-2514-15th-congress-republic,CONSUMER ACT OF THE PHILIPPINES,"AN ACT REQUIRING ALL CONSUMER PRODUCTS TO SPECIFY IN THEIR RESPECTIVE LABELS THE NUTRITION INFORMATION THAT EACH CONSUMER PRODUCT CONTAINS, AMENDING FOR THE PURPOSE ARTICLE 77 OF R.A. 7394 ALSO KNOWN AS THE CONSUMER ACT OF THE PHILIPPINES","LAPID, MANUEL ""LITO"" M.","September 14, 2010",NATIONAL,nutrition CONSUMER ACT (R.A.NO. 7394) FOOD PRODUCTS LABEL,TRADE AND COMMERCE,PENDING IN THE COMMITTEE
Senate Bill No. 2532,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-2532-15th-congress-republic,FIRST-CLASS PUBLIC SCHOOLS AND LIBRARIES ACT OF 2010,"AN ACT ESTABLISHING A NATIONAL FIRST-CLASS DEVELOPMENT PROGRAM OF PUBLIC ELEMENTARY AND SECONDARY SCHOOLS AND PUBLIC LIBRARIES AND APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES","Ferdinand ""Bongbong"" R. Marcos, Jr.","September 21, 2010",NATIONAL,FIRST-CLASS PUBLIC SCHOOLS AND LIBRARY,"EDUCATION, ARTS AND CULTURE",PENDING IN THE COMMITTEE
Senate Bill No. 2590,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-2590-15th-congress-republic,BANNING THE ISSUANCE AND USE OF LOW-NUMBERED PROTOCOL LICENSE PLATES,AN ACT BANNING THE ISSUANCE AND USE OF LOW-NUMBERED PROTOCOL LICENSE PLATES ON VEHICLES OF RANKING GOVERNMENT OFFICIALS,"Manuel B. Villar, Jr. B.","October 11, 2010",NATIONAL,Motor vehicle license plates GOVERNMENT OFFICIAL/PUBLIC OFFICIAL,PUBLIC SERVICES,PENDING IN THE COMMITTEE
Senate Bill No. 327,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-327-15th-congress-republic,SANITARIANS PROFESSIONALIZATION ACT,"AN ACT PROVIDING FOR THE REGULATION, SUPERVISION AND PROFESSIONALIZATION OF THE PRACTICE, LICENSING, AND REGISTRATION OF SANITARIANS",Antonio F. Trillanes IV,"June 7, 2010",NATIONAL,SANITARIANS,CIVIL SERVICE AND GOVERNMENT REORGANIZATION,PENDING IN THE COMMITTEE
Senate Bill No. 2136,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-2136-15th-congress-republic,INTEGRATED MEDICAL PROFESSIONAL ORGANIZATION ACT OF 2010,AN ACT ESTABLISHING AN INTEGRATED MEDICAL PROFESSIONAL ORGANIZATION IN THE PHILIPPINES AND FOR OTHER PURPOSES,"LAPID, MANUEL ""LITO"" M.","July 27, 2010",NATIONAL,MEDICAL PRACTITIONERS PHILIPPINE MEDICAL ASSOCIATION,CIVIL SERVICE AND GOVERNMENT REORGANIZATION,PENDING IN THE COMMITTEE
Senate Bill No. 1114,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1114-15th-congress-republic,COMPREHENSIVE FREE VACCINATION AND IMMUNIZATION PROGRAM FOR FILIPINO INFANTS AND CHILDREN,"AN ACT PROMOTING THE FULL REALIZATION OF THE CONSTITUTIONAL PROVISIONS ON SOCIAL JUSTICE AND THE RIGHT TO HEALTH, THROUGH THE STRENGTHENING OF A COMPREHENSIVE FREE VACCINATION AND IMMUNIZATION PROGRAM FOR FILIPINO INFANTS AND CHILDREN, AND FOR OTHER PURPOSES","Manuel B. Villar, Jr. B.","December 7, 2010",NATIONAL,FREE VACCINATION AND IMMUNIZATION,HEALTH AND DEMOGRAPHY,PENDING IN THE COMMITTEE
Senate Bill No. 2194,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-2194-15th-congress-republic,AGRICULTURE EDUCATION ACT,"AN ACT RATIONALIZING AGRICULTURE EDUCATION IN THE PHILIPPINES BY ESTABLISHING A NATIONAL SYSTEM OF AGRICULTURE EDUCATION INSTITUTIONS, PROVIDING FOR MECHANISMS OF IMPLEMENTATION, AND FOR OTHER PURPOSES","REVILLA JR., RAMON BONG","July 29, 2010",NATIONAL,AGRICULTURE EDUCATION,"EDUCATION, ARTS AND CULTURE",PENDING IN THE COMMITTEE
Senate Bill No. 1172,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1172-15th-congress-republic,FOLIC ACID PROMOTION AND BIRTH DEFECTS PREVENTION ACT,AN ACT TO PROVIDE FOR A NATIONAL FOLIC ACID EDUCATION PROGRAM TO PREVENT BIRTH DEFECTS,"Manuel B. Villar, Jr. B.","December 7, 2010",NATIONAL,FOLIC ACID,HEALTH AND DEMOGRAPHY,PENDING IN THE COMMITTEE
Senate Bill No. 1570,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1570-15th-congress-republic,FOOD ESTABLISHMENT SANITATION ACT,AN ACT REQUIRING FOOD ESTABLISHMENTS TO COMPLY WITH SANITATION STANDARDS,Miriam Defensor Santiago,"July 19, 2010",NATIONAL,SANITATION FOOD ESTABLISHMENTS,TRADE AND COMMERCE,PENDING IN THE COMMITTEE
Senate Bill No. 1910,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1910-15th-congress-republic,TIME FOR SCHOOLS ACT,AN ACT TO ALLOW EMPLOYEES TO TAKE SCHOOL INVOLVEMENT LEAVE TO PARTICIPATE IN THE ACADEMIC SCHOOL ACTIVITIES OF THEIR CHILDREN OR TO PARTICIPATE IN LITERACY TRAINING,Miriam Defensor Santiago,"July 22, 2010",NATIONAL,LEAVE OF ABSENCE (SCHOOL INVOLVEMENT LEAVE),CIVIL SERVICE AND GOVERNMENT REORGANIZATION,PENDING IN THE COMMITTEE
Senate Bill No. 1628,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1628-15th-congress-republic,CRIME OF TAMPERING A TAXIMETER,AN ACT PUNISHING THE CRIME OF TAMPERING WITH A TAXIMETER,Miriam Defensor Santiago,"July 19, 2010",NATIONAL,TAXI,PUBLIC SERVICES,PENDING IN THE COMMITTEE
Senate Bill No. 1969,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1969-15th-congress-republic,PROBATION LAW,"AN ACT AMENDING SECTION 4 OF PRESIDENTIAL DECREE NO. 968, OTHERWISE KNOWN AS THE PROBATION LAW OF 1976, AS AMENDED, ON THE GRANT OF PROBATION",Miriam Defensor Santiago,"July 22, 2010",NATIONAL,probation,JUSTICE AND HUMAN RIGHTS,PENDING IN THE COMMITTEE
Senate Bill No. 702,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-702-15th-congress-republic,PHILIPPINE BOOK PUBLISHING INDUSTRY DEVELOPMENT CENTER,"AN ACT PROVIDING FOR THE LEGAL FRAMEWORK AND MECHANISMS FOR THE CREATION, OPERATION, ADMINISTRATION, AND COORDINATION OF THE PHILIPPINE BOOK PUBLISHING INDUSTRY DEVELOPMENT CENTER, OTHERWISE KNOWN AS THE 'BOOK CITY', CREATING FOR THE PURPOSE, THE BOOK PUBLISHING ENTERPRISE ZONE AUTHORITY (BPEZA) AND FOR OTHER PURPOSES","ESTRADA, JINGGOY E.","July 7, 2010",NATIONAL,BOOK PUBLISHING,GOVERNMENT CORPORATIONS AND PUBLIC ENTERPRISES,PENDING IN THE COMMITTEE
Senate Bill No. 1446,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1446-15th-congress-republic,CONSUMER ACT OF THE PHILIPPINES,"AN ACT TO FURTHER STRENGTHEN CONSUMER PROTECTION, AMENDING FOR THIS PURPOSE CERTAIN PROVISIONS OF REPUBLIC ACT NO. 7394, OTHERWISE KNOWN AS THE 'CONSUMER ACT OF THE PHILIPPINES', AND FOR OTHER PURPOSES","ZUBIRI, JUAN MIGUEL ""MIGZ"" F.","July 13, 2010",NATIONAL,CONSUMER ACT (R.A.NO. 7394),TRADE AND COMMERCE,PENDING IN THE COMMITTEE
Senate Bill No. 760,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-760-15th-congress-republic,WAGE RATIONALIZATION ACT (R.A. NO. 6727),"AN ACT INCREASING THE PENALTIES FOR NON-COMPLIANCE OF THE PRESCRIBED INCREASES AND ADJUSTMENTS IN THE WAGE RATES OF WORKERS, AMENDING FOR THE PURPOSE REPUBLIC ACT NO. 6727, OTHERWISE KNOWN AS THE 'WAGE RATIONALIZATION ACT,' AND FOR OTHER PURPOSES","ESTRADA, JINGGOY E.","July 7, 2010",NATIONAL,WAGE RATIONALIZATION,"LABOR, EMPLOYMENT AND HUMAN RESOURCES DEVELOPMENT",PENDING IN THE COMMITTEE
Senate Bill No. 1503,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1503-15th-congress-republic,CRIME OF BETRAYAL OF DUTY IN THE CUSTODY OF PRISONERS,"AN ACT DEFINING THE CRIME OF BETRAYAL OF DUTY IN THE CUSTODY OF PRISONERS PROVIDING FOR ADDITIONAL RULES ON THE IMPRISONMENT, DETENTION, CONFINEMENT AND CUSTODY OF PRISONERS AND DETAINEES, SPECIFYING ADDITIONAL WORK AND RESPONSIBILITIES OF GOVERNMENT PERSONNEL CHARGED WITH THE CUSTODY OF SUCH PRISONERS AND STATING THE PENALTIES THEREFOR",Miriam Defensor Santiago,"July 15, 2010",NATIONAL,PRISONERS/INMATES CUSTODIAL INFIDELITY,JUSTICE AND HUMAN RIGHTS,PENDING IN THE COMMITTEE
Senate Bill No. 1245,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1245-15th-congress-republic,TANODBATA ACT,AN ACT CREATING THE OFFICE OF TANODBATA AND PROVIDING FUNDS THEREFOR,"Manuel B. Villar, Jr. B.","December 7, 2010",NATIONAL,TANODBATA,"YOUTH, WOMEN AND FAMILY RELATIONS",PENDING IN THE COMMITTEE
Senate Bill No. 1688,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1688-15th-congress-republic,BRIDGES FROM JOBS TO CAREERS ACT,"AN ACT TO PROVIDE GRANTS TO COLLEGES TO IMPROVE REMEDIAL EDUCATION TO CUSTOMIZE REMEDIATION TO STUDENT CAREER GOALS, AND TO HELP STUDENTS MOVE RAPIDLY FROM REMEDIATION INTO FOR-CREDIT OCCUPATION PROGRAM COURSES AND THROUGH PROGRAM COMPLETION",Miriam Defensor Santiago,"July 21, 2010",NATIONAL,STUDENTS,"EDUCATION, ARTS AND CULTURE",PENDING IN THE COMMITTEE
Senate Bill No. 1305,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1305-15th-congress-republic,PROHIBITING THE SERVICE OF WARRANTS OF ARRESTS IN CERTAIN CASES,AN ACT PROHIBITING THE SERVICE OF WARRANTS OF ARRESTS IN CERTAIN CASES AND PROVIDING PENALTIES FOR VIOLATIONS THEREOF,"Manuel B. Villar, Jr. B.","December 7, 2010",NATIONAL,WARRANT OF ARREST,JUSTICE AND HUMAN RIGHTS,PENDING IN THE COMMITTEE
Senate Bill No. 1745,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1745-15th-congress-republic,ANTI-DISRUPTIVE CELLPHONE USE ACT,"AN ACT PROHIBITING THE USE OF CELLULAR OR MOBILE TELEPHONES IN CERTAIN PUBLIC AREAS OF HOSPITALS, MEDICAL CENTERS, OR ANY OTHER TREATMENT CENTER",Miriam Defensor Santiago,"July 21, 2010",NATIONAL,CELLULAR PHONES HOSPITALS,HEALTH AND DEMOGRAPHY,PENDING IN THE COMMITTEE
Senate Bill No. 822,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-822-15th-congress-republic,"LABOR CODE (ARTS. 83, 85 AND 87, PD. 442)","AN ACT PROVIDING FOR A WORKING TIME FLEXIBILIZATION IN THE PRIVATE SECTOR AND FOR OTHER PURPOSES, THEREBY AMENDING ARTICLE 83, 85, AND 87 OF PRESIDENTIAL DECREE FOUR HUNDRED FORTY TWO (PD 442), AS AMENDED, OTHERWISE KNOWN AS THE LABOR CODE OF THE PHILIPPINES","ESTRADA, JINGGOY E.","August 7, 2010",NATIONAL,LABOR CODE OF THE PHILIPPINES (P.D.NO. 442 AMENDMENTS) private sector TIME FLEXIBILIZATION,"LABOR, EMPLOYMENT AND HUMAN RESOURCES DEVELOPMENT",PENDING IN THE COMMITTEE
Senate Bill No. 480,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-480-15th-congress-republic,REPLACING THE TERM SPOUSE OF AGE WITH EITHER SPOUSE,"AN ACT AMENDING EXECUTIVE ORDER NO. 209 ALSO KNOWN AS THE FAMILY CODE OF THE PHILIPPINES, ARTICLE 111","ESTRADA, JINGGOY E.","July 7, 2010",NATIONAL,FAMILY CODE (E.O. NO. 209),"YOUTH, WOMEN AND FAMILY RELATIONS",PENDING IN THE HOUSE OF REPRESENTATIVES
Senate Bill No. 880,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-880-15th-congress-republic,CIVIL CODE (AMENDING ART. 941 RE GENERIC PERSONAL PROPERTY),"AN ACT AMENDING REPUBLIC ACT NO. 386, ALSO KNOWN AS THE CIVIL CODE OF THE PHILIPPINES, ARTICLE 941","ESTRADA, JINGGOY E.","August 7, 2010",NATIONAL,CIVIL CODE OF THE PHILIPPINES GENERIC PERSONAL PROPERTY LEGACY,"CONSTITUTIONAL AMENDMENTS, REVISION OF CODES AND LAWS",PENDING IN THE COMMITTEE
Senate Bill No. 2279,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-2279-15th-congress-republic,EMERGENCY MEDICAL SERVICES AND TRAUMA CARE IMPROVEMENT ACT,AN ACT TO IMPROVE EMERGENCY MEDICAL SERVICES AND TRAUMA CARE,Miriam Defensor Santiago,"February 8, 2010",NATIONAL,EMERGENCY MEDICAL SERVICES AND TRAUMA CARE,HEALTH AND DEMOGRAPHY,PENDING IN THE COMMITTEE
Senate Bill No. 873,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-873-15th-congress-republic,ANTI-CORPORAL PUNISHMENT ACT OF 2010,"AN ACT PROHIBITING ALL CORPORAL PUNISHMENT AND ALL OTHER FORMS OF HUMILIATING OR DEGRADING PUNISHMENT OF CHILDREN AND PROMOTING POSITIVE AND NON-VIOLENT DISCIPLINE OF CHILDREN, APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES","ESTRADA, JINGGOY E.","August 7, 2010",NATIONAL,CORPORAL PUNISHMENT,"YOUTH, WOMEN AND FAMILY RELATIONS",PENDING IN THE COMMITTEE
Senate Bill No. 1091,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1091-15th-congress-republic,"PUBLIC FOREST, MANGROVES AND WILDLIFE PROTECTION","AN ACT TO CONSERVE AND PROTECT PHILIPPINE PUBLIC FORESTS, MANGROVES AND WILDLIFE THROUGH A COMPREHENSIVE ENVIRONMENTAL PROGRAM OF RENEWAL, REPLANTING AND REFORESTATION, AND FOR OTHER PURPOSES","Manuel B. Villar, Jr. B.","August 7, 2010",NATIONAL,MANGROVE FORESTS WILDLIFE (FLORA AND FAUNA),ENVIRONMENT AND NATURAL RESOURCES,PENDING IN THE COMMITTEE
Senate Bill No. 1437,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1437-15th-congress-republic,NATIONAL STRATEGIC MISSING CHILDREN RECOVERY PROGRAM ACT OF 2010,"AN ACT ESTABLISHING A NATIONAL STRATEGIC CHILDREN RECOVERY PROGRAM, AND FOR OTHER PURPOSES","LEGARDA, LOREN B.","July 13, 2010",NATIONAL,MISSING PERSONS,JUSTICE AND HUMAN RIGHTS,PENDING IN THE COMMITTEE
Senate Bill No. 2000,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-2000-15th-congress-republic,"INCREASING THE AMOUNT OF DEATH INDEMNITY (CIVIL CODE, ARTICLE 2206, R.A. NO. 386)","AN ACT AMENDING ARTICLE 2206 OF REPUBLIC ACT NO. 386, OTHERWISE KNOWN AS THE CIVIL CODE OF THE PHILIPPINES","REVILLA JR., RAMON BONG","July 26, 2010",NATIONAL,CIVIL CODE OF THE PHILIPPINES,"CONSTITUTIONAL AMENDMENTS, REVISION OF CODES AND LAWS",PENDING IN THE COMMITTEE
Senate Bill No. 1495,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1495-15th-congress-republic,BOXERS' WELFARE ACT,"AN ACT TO STRENGTHEN THE COUNTRY'S STANDING IN BOXING SPORTS, ENSURE THE WELFARE OF ITS BOXERS, AND PROVIDING FUNDS THEREFOR",Miriam Defensor Santiago,"July 15, 2010",NATIONAL,BOXER WELFARE,GAMES AND AMUSEMENT,CONSOLIDATED/SUBSTITUTED IN THE COMMITTEE REPORT
Senate Bill No. 2567,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-2567-15th-congress-republic,EARLY YEARS ACT (ECCD ACT),"AN ACT RECOGNIZING THE EARLY YEARS FROM 0 TO 6 AS THE FIRST CYCLE OF EDUCATIONAL DEVELOPMENT, AMENDING REPUBLIC ACT NO. 8980 FOR THIS PURPOSE, STRENGTHENING THE EARLY CHILDHOOD CARE AND DEVELOPMENT COUNCIL, AND FOR OTHER PURPOSES.",Edgardo J. Angara,"October 13, 2010",NATIONAL,N/A,"EDUCATION, ARTS AND CULTURE",CONSOLIDATED/SUBSTITUTED IN THE COMMITTEE REPORT
Senate Bill No. 593,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-593-15th-congress-republic,CHILDREN'S ENVIRONMENTAL PROTECTION ACT,"AN ACT TO PROTECT CHILDREN AND OTHER VULNERABLE SUBPOPULATIONS FROM EXPOSURE TO ENVIRONMENTAL POLLUTANTS, AND FOR OTHER PURPOSES","ESTRADA, JINGGOY E.","July 7, 2010",NATIONAL,CHILDREN AND YOUTH,"YOUTH, WOMEN AND FAMILY RELATIONS",PENDING IN THE COMMITTEE
Senate Bill No. 2059,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-2059-15th-congress-republic,LEGISLATIVE CAREER SERVICE,"AN ACT STRENGTHENING AND RATIONALIZING THE CAREER SERVICE OF THE CONGRESS OF THE PHILIPPINES BY ESTABLISHING A LEGISLATIVE CAREER SERVICE, PROVIDING BENEFITS FOR ITS OFFICERS AND EMPLOYEES, APPROPRIATING FUNDS THEREFOR AND FOR OTHER PURPOSES",Edgardo J. Angara,"July 26, 2010",NATIONAL,LEGISLATIVE CAREER SERVICE,ACCOUNTS,PENDING IN THE COMMITTEE
Senate Bill No. 2625,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-2625-15th-congress-republic,EXPANDED ANTI-TRAFFICKING IN PERSONS ACT OF 2010,"AN ACT AMENDING REPUBLIC ACT NO. 9208, ENTITLED 'AN ACT TO INSTITUTE POLICIES TO ELIMINATE TRAFFICKING IN PERSONS ESPECIALLY WOMEN AND CHILDREN, ESTABLISHING THE NECESSARY INSTITUTIONAL MECHANISMS FOR THE PROTECTION AND SUPPORT OF TRAFFICKED PERSONS, PROVIDING PENALTIES FOR ITS VIOLATIONS, AND FOR OTHER PURPOSES', OTHERWISE KNOWN AS THE ANTI-TRAFFICKING IN PERSONS ACT OF 2003","TRILLANES, ANTONIO ""SONNY"" F.","December 13, 2010",NATIONAL,ANTI-TRAFFICKING,"YOUTH, WOMEN AND FAMILY RELATIONS",CONSOLIDATED WITH APPROVED BILL
Senate Bill No. 651,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-651-15th-congress-republic,ANTI-PYRAMID PROMOTIONAL SCHEME ACT OF 2010,AN ACT TO PROHIBIT PYRAMID PROMOTIONAL SCHEMES,"ESTRADA, JINGGOY E.","July 7, 2010",NATIONAL,PYRAMID PROMOTIONAL SCHEMES,TRADE AND COMMERCE,PENDING IN THE COMMITTEE
Senate Bill No. 1259,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1259-15th-congress-republic,SCHOLARSHIP PROGRAM FOR POOR BUT DESERVING STUDENTS ACT,"AN ACT REQUIRING ALL COLLEGES AND UNIVERSITIES TO PROVIDE COLLEGE SCHOLARSHIP GRANT TO AT LEAST TEN PERCENT (10%) OF THEIR STUDENT POPULATION WHO ARE POOR BUT DESERVING STUDENTS, AND FOR OTHER PURPOSES","Manuel B. Villar, Jr. B.","December 7, 2010",NATIONAL,SCHOLARSHIP GRANTS,"EDUCATION, ARTS AND CULTURE",PENDING IN THE COMMITTEE
Senate Bill No. 1781,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1781-15th-congress-republic,NOTIFICATION OF CHARGES OR CONVICTION ACT,AN ACT REQUIRING ALL GOVERNMENT EMPLOYEES TO PROVIDE NOTICE ON ANY CHARGES OR CONVICTION AGAINST THEM TO THEIR DEPARTMENT OR AGENCY HEAD,Miriam Defensor Santiago,"July 21, 2010",NATIONAL,GOVERNMENT EMPLOYEES,CIVIL SERVICE AND GOVERNMENT REORGANIZATION,PENDING IN THE COMMITTEE
Senate Bill No. 2345,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-2345-15th-congress-republic,ANTI CABLE TELEVISION AND CABLE INTERNET PILFERAGE ACT OF 2010,"AN ACT PROHIBITING AND PENALIZING THE PILFERAGE AND THEFT, UNAUTHORIZED USE, INTERCONNECTION, OR RECEPTION OF ANY SIGNAL OR SERVICE OFFERED OVER A CABLE TELEVISION (CATV) OR CABLE INTERNET SYSTEM AND/OR NETWORK OR THROUGH ANY UNAUTHORIZED INSTALLATION, ACCESS OR CONNECTION THERETO THROUGH THE USE OF CABLE OR OTHER EQUIPMENT, AND PRESCRIBING PENALTIES THEREFOR, AND FOR OTHER PURPOSES","ENRILE, JUAN PONCE","March 8, 2010",NATIONAL,CABLE TELEVISION ANTI-PILFERAGE,PUBLIC INFORMATION AND MASS MEDIA,CONSOLIDATED/SUBSTITUTED IN THE COMMITTEE REPORT
Senate Bill No. 371,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-371-15th-congress-republic,PROSTATE CANCER PUBLIC AWARENESS ACT,AN ACT ESTABLISHING A PROGRAM FOR PUBLIC EDUCATION ON PROSTATE CANCER,Antonio F. Trillanes IV,"June 7, 2010",NATIONAL,PROSTATE CANCER,HEALTH AND DEMOGRAPHY,PENDING IN THE COMMITTEE
Senate Bill No. 1839,15th Congress (July 2010 - 2013),https://ldr.senate.gov.ph/bills/senate-bill-no-1839-15th-congress-republic,MANDATORY INFLUENZA VACCINE PROGRAM,AN ACT ESTABLISHING A PROGRAM REQUIRING GENERAL HOSPITALS WITH NEONATAL INTENSIVE CARE UNITS TO OFFER VACCINES AGAINST INFLUENZA VIRUS TO CERTAIN PERSONS,Miriam Defensor Santiago,"July 21, 2010",NATIONAL,INFLUENZA,HEALTH AND DEMOGRAPHY,PENDING IN THE COMMITTEE
